"MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SalePrice"
45,"RL",59,7227,"Reg","Corner","NAmes","1Story",6,6,1954,1954,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","No","Unf",0,0,832,832,"Gd",832,0,0,832,0,0,1,0,2,1,"Gd",4,0,"Detchd",1962,"Unf",2,528,0,0,0,0,0,0,0,6,2008,105500
20,"RL",90,11694,"Reg","Inside","NAmes","1Story",9,5,2007,2007,"Hip","VinylSd","VinylSd","BrkFace",452,"TA","PConc","Ex","Av","GLQ",48,0,1774,1822,"Ex",1828,0,0,1828,0,0,2,0,3,1,"Gd",9,1,"Attchd",2007,"Unf",3,774,0,108,0,0,260,0,0,7,2007,314813
60,"RL",85,12244,"Reg","Inside","NAmes","2Story",8,5,2003,2003,"Hip","VinylSd","VinylSd","Stone",226,"Gd","PConc","Gd","Gd","GLQ",871,0,611,1482,"Ex",1482,780,0,2262,1,0,2,1,4,1,"Gd",10,2,"Attchd",2003,"Fin",3,749,168,0,0,0,0,0,0,8,2008,305000
30,"RL",45,8248,"Reg","Inside","NAmes","1Story",3,3,1914,1950,"Gable","VinylSd","VinylSd","None",0,"TA","BrkTil","TA","No","BLQ",41,0,823,864,"TA",864,0,0,864,1,0,1,0,2,1,"TA",5,0,"Attchd",0,"Unf",0,0,0,0,100,0,0,0,0,9,2008,67000
60,"RL",90,10800,"Reg","Inside","NAmes","2Story",6,7,1974,1997,"Gable","HdBoard","HdBoard","None",0,"TA","CBlock","TA","No","ALQ",956,182,384,1522,"TA",1548,1066,0,2614,0,0,2,1,4,1,"TA",9,1,"Attchd",1974,"RFn",2,624,38,243,0,0,0,0,0,6,2008,240000
20,"RL",71,7064,"Reg","Inside","NAmes","1Story",5,6,1977,1977,"Gable","Plywood","Plywood","BrkFace",153,"TA","CBlock","TA","No","BLQ",560,0,420,980,"TA",980,0,0,980,0,0,1,0,3,1,"TA",6,0,"Detchd",1986,"Unf",2,484,192,0,0,0,0,0,0,7,2009,135000
160,"RL",0,2117,"Reg","Inside","NAmes","2Story",6,5,2000,2000,"Gable","MetalSd","MetalSd","BrkFace",513,"Gd","PConc","Gd","No","GLQ",420,0,336,756,"Ex",756,756,0,1512,0,0,2,1,2,1,"Gd",4,1,"Detchd",2000,"Unf",2,440,0,32,0,0,0,0,0,6,2007,168500
60,"RL",80,10400,"Reg","Inside","NAmes","2Story",6,5,1972,1972,"Gable","VinylSd","VinylSd","None",288,"TA","CBlock","TA","No","Rec",247,0,485,732,"Gd",1012,778,0,1790,1,0,1,2,4,1,"TA",8,1,"Attchd",1972,"RFn",2,484,148,0,0,0,147,0,0,11,2006,165150
20,"RL",87,10000,"IR1","Corner","NAmes","1Story",6,6,1962,1962,"Hip","Wd Sdng","Wd Sdng","BrkFace",261,"TA","CBlock","TA","No","Unf",0,0,1116,1116,"TA",1116,0,0,1116,0,0,1,1,3,1,"TA",5,0,"Attchd",1962,"Unf",2,440,0,0,0,0,385,0,0,2,2010,160000
20,"RL",0,12342,"IR1","Inside","NAmes","1Story",5,5,1960,1978,"Hip","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","No","Unf",0,0,978,978,"TA",1422,0,0,1422,0,0,1,0,3,1,"TA",6,1,"Attchd",1960,"RFn",1,286,0,0,36,0,0,0,600,8,2007,139900
80,"RL",80,9600,"Reg","Inside","NAmes","1Story",6,6,1955,1972,"Gable","VinylSd","VinylSd","BrkFace",164,"TA","CBlock","TA","Av","BLQ",674,132,350,1156,"Ex",1520,0,0,1520,1,0,1,0,3,1,"TA",7,2,"Attchd",1955,"RFn",1,364,0,0,189,0,0,0,0,3,2010,153000
60,"RL",70,11606,"IR1","Inside","NAmes","2Story",5,5,1969,1969,"Gable","Plywood","Plywood","BrkFace",192,"TA","PConc","Gd","Av","Rec",650,0,390,1040,"TA",1040,1040,0,2080,0,1,1,2,5,1,"TA",9,2,"Attchd",1969,"Unf",2,504,335,0,0,0,0,0,0,9,2007,135000
80,"RL",82,9020,"Reg","Corner","NAmes","1Story",6,5,1964,1964,"Gable","Plywood","Wd Sdng","BrkFace",259,"TA","CBlock","TA","Gd","GLQ",624,336,288,1248,"TA",1350,0,0,1350,1,0,1,1,3,1,"TA",6,0,"Attchd",1964,"RFn",2,520,176,0,0,0,0,0,0,6,2008,168500
70,"RM",50,9000,"Reg","Corner","OldTown","2Story",5,6,1880,1991,"Gable","VinylSd","VinylSd","None",0,"TA","BrkTil","TA","No","Unf",0,0,636,636,"TA",1089,661,0,1750,0,0,1,0,3,1,"TA",8,0,"Detchd",1937,"Unf",1,240,0,0,293,0,0,0,0,6,2006,124000
120,"RL",34,4590,"Reg","Inside","NAmes","1Story",8,5,2006,2006,"Gable","VinylSd","VinylSd","Stone",108,"Gd","PConc","Gd","Mn","GLQ",24,0,1530,1554,"Ex",1554,0,0,1554,0,0,2,0,2,1,"Gd",6,1,"Attchd",2006,"RFn",2,627,156,73,0,0,0,0,0,8,2007,209500
20,"RL",85,11900,"Reg","Inside","NAmes","1Story",7,5,1977,1977,"Hip","Plywood","Plywood","BrkFace",209,"TA","CBlock","TA","No","ALQ",822,0,564,1386,"TA",1411,0,0,1411,0,0,2,0,3,1,"TA",6,1,"Attchd",1977,"Fin",2,544,192,0,0,0,0,0,0,4,2009,82500
20,"RL",80,9250,"Reg","Corner","NAmes","1Story",5,7,1954,2005,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","No","BLQ",480,468,108,1056,"TA",1056,0,0,1056,0,1,1,0,3,1,"TA",6,0,"Attchd",1954,"Unf",1,260,390,0,0,0,0,0,0,7,2007,139400
90,"RL",64,6979,"Reg","Inside","OldTown","1Story",6,5,1980,1980,"Gable","Plywood","Plywood","None",0,"TA","CBlock","TA","No","GLQ",1056,0,0,1056,"Gd",1056,0,0,1056,2,0,0,0,0,2,"TA",4,0,"Detchd",1980,"Unf",2,576,264,56,0,0,0,0,600,6,2010,144000
190,"RL",60,10896,"Reg","Inside","NAmes","1Story",6,7,1914,1995,"Hip","VinylSd","VinylSd","None",0,"TA","CBlock","TA","No","Unf",256,0,1184,1440,"Ex",1440,1440,515,3395,0,0,2,0,8,2,"TA",14,0,"Attchd",0,"Unf",0,0,0,110,0,0,0,0,0,3,2007,2e+05
30,"RM",51,6120,"Reg","Inside","NAmes","1Story",2,3,1936,1950,"Gable","VinylSd","VinylSd","None",0,"TA","BrkTil","TA","No","Unf",0,0,264,264,"Ex",800,0,0,800,0,0,1,0,1,1,"TA",4,1,"Attchd",0,"Unf",0,0,0,0,0,0,0,0,0,1,2009,60000
190,"RM",50,6000,"Reg","Inside","OldTown","1.5Fin",5,4,1954,1954,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","CBlock","TA","No","Unf",0,0,811,811,"TA",811,576,0,1387,0,0,2,0,3,2,"Gd",7,0,"Attchd",1954,"Unf",1,256,0,0,0,0,0,0,0,11,2009,93000
30,"RL",67,8777,"Reg","Inside","NAmes","1Story",5,7,1910,1950,"Gable","MetalSd","Wd Sdng","None",0,"TA","CBlock","TA","No","Unf",0,0,796,796,"Gd",796,0,0,796,0,0,1,0,2,1,"TA",4,0,"Attchd",0,"Unf",0,0,328,0,164,0,0,0,0,5,2008,85000
120,"RL",53,3982,"Reg","Inside","NAmes","1Story",8,5,2006,2006,"Hip","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","Av","GLQ",1154,0,366,1520,"Ex",1567,0,0,1567,1,0,2,0,1,1,"TA",7,1,"Attchd",2006,"Fin",3,648,312,0,0,0,0,0,0,10,2006,264561
120,"RL",62,12677,"IR1","Inside","NAmes","1Story",8,5,2003,2004,"Hip","MetalSd","MetalSd","BrkFace",472,"TA","PConc","Ex","Gd","GLQ",1218,0,300,1518,"Ex",1518,0,0,1518,0,0,1,1,1,1,"TA",6,1,"Attchd",2003,"RFn",2,588,185,140,0,0,0,0,0,4,2008,274000
60,"RL",0,7050,"Reg","Inside","NAmes","2Story",7,5,2001,2001,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","No","GLQ",738,0,319,1057,"Ex",1057,872,0,1929,1,0,2,1,3,1,"Gd",7,1,"Attchd",2001,"Fin",2,650,0,235,0,0,0,0,0,5,2007,226000
80,"RL",75,13860,"Reg","Inside","NAmes","1Story",8,7,1972,1995,"Gable","Plywood","Wd Sdng","None",0,"Gd","CBlock","Gd","Gd","GLQ",1410,0,542,1952,"Gd",2000,704,0,2704,1,0,2,1,4,1,"TA",9,3,"Attchd",1972,"Fin",2,538,269,111,0,0,0,0,0,7,2009,345000
60,"RL",80,10793,"Reg","Inside","NAmes","2Story",5,5,1969,1969,"Gable","VinylSd","HdBoard","BrkFace",263,"TA","CBlock","TA","No","Rec",493,287,0,780,"Ex",780,840,0,1620,0,0,2,1,4,1,"TA",7,0,"Attchd",1969,"Fin",2,462,208,0,0,0,0,0,0,4,2007,152000
20,"RL",85,9187,"Reg","Inside","NAmes","1Story",9,5,2009,2009,"Gable","VinylSd","VinylSd","Stone",162,"TA","PConc","Ex","Mn","GLQ",1121,0,645,1766,"Ex",1766,0,0,1766,1,0,2,1,2,1,"TA",7,1,"Attchd",2009,"Fin",3,478,195,130,0,0,0,0,0,10,2009,370878
20,"RL",0,10530,"IR1","Corner","NAmes","1Story",6,5,1971,1971,"Hip","Plywood","Plywood","None",0,"TA","CBlock","TA","No","ALQ",282,35,664,981,"TA",981,0,0,981,1,0,1,1,3,1,"TA",5,0,"Detchd",1979,"Unf",2,576,0,312,40,0,0,0,0,3,2007,143250
20,"RL",60,7200,"Reg","Inside","NAmes","1Story",5,5,1950,1950,"Hip","MetalSd","MetalSd","None",0,"TA","CBlock","TA","No","Unf",0,0,0,0,"Gd",1048,0,0,1048,0,0,1,0,3,1,"TA",7,0,"Detchd",1950,"Unf",2,420,0,27,0,0,0,0,0,7,2008,98300
20,"RL",85,10452,"IR1","Inside","NAmes","1Story",6,5,1953,1953,"Hip","Wd Sdng","Wd Sdng","Stone",216,"TA","CBlock","TA","Mn","Rec",500,0,594,1094,"Ex",1094,0,0,1094,0,0,1,0,3,1,"TA",5,2,"Attchd",1953,"RFn",2,495,0,0,0,0,287,0,0,6,2008,155000
60,"RL",70,7700,"Reg","Inside","NAmes","2Story",6,5,1966,1966,"Gable","MetalSd","MetalSd","BrkFace",351,"TA","CBlock","TA","No","Unf",0,0,756,756,"TA",1051,788,0,1839,0,0,1,1,4,1,"TA",7,1,"Attchd",1966,"Unf",2,442,0,124,216,0,0,0,0,6,2010,155000
180,"RM",21,1936,"Reg","Inside","NAmes","1Story",4,6,1970,1970,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","Gd","Av","BLQ",131,499,0,630,"Gd",630,0,0,630,1,0,1,0,1,1,"TA",3,0,"Attchd",0,"Unf",0,0,0,0,0,0,0,0,0,12,2007,84500
60,"RL",65,8125,"Reg","Inside","NAmes","2Story",7,6,2007,2007,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","No","Unf",0,0,813,813,"Ex",822,843,0,1665,0,0,2,1,3,1,"Gd",7,0,"Attchd",2007,"RFn",2,562,0,0,0,0,0,0,0,5,2008,205950
70,"RL",60,9084,"Reg","Inside","NAmes","2Story",4,5,1940,1950,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","Mn","Unf",0,0,755,755,"TA",755,755,0,1510,1,0,1,0,4,1,"TA",7,1,"Detchd",1940,"Unf",1,296,120,0,0,0,0,0,0,10,2009,108000
60,"RL",70,8750,"Reg","Inside","CollgCr","2Story",7,5,1996,1996,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","No","Unf",0,0,880,880,"Ex",909,807,0,1716,0,0,2,1,2,1,"Gd",7,1,"Attchd",1996,"RFn",2,512,0,120,0,0,0,0,0,7,2009,191000
50,"RM",60,10320,"Reg","Inside","NAmes","1.5Fin",6,7,1906,1995,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","No","Unf",0,0,756,756,"Ex",756,713,0,1469,0,0,1,0,3,1,"TA",7,0,"Detchd",1906,"Unf",1,216,57,0,239,0,0,0,0,6,2008,135000
20,"RL",91,10437,"IR1","Inside","NAmes","1Story",8,6,1995,1995,"Hip","MetalSd","MetalSd","BrkFace",660,"Gd","PConc","Gd","Gd","GLQ",1696,0,413,2109,"Ex",2113,0,0,2113,1,0,2,1,2,1,"Gd",7,1,"Attchd",1995,"Fin",3,839,236,46,0,0,0,0,0,8,2008,350000
160,"RM",21,1680,"Reg","Inside","NAmes","2Story",6,5,1971,1971,"Gable","HdBoard","VinylSd","BrkFace",381,"TA","CBlock","TA","No","Unf",0,0,525,525,"TA",525,567,0,1092,0,0,1,1,3,1,"TA",6,0,"Detchd",1971,"Unf",1,264,0,0,0,0,0,0,0,3,2010,88000
20,"RL",72,10007,"IR1","Inside","NAmes","1Story",5,7,1959,2006,"Gable","HdBoard","HdBoard","BrkFace",54,"Gd","CBlock","TA","No","ALQ",806,0,247,1053,"Ex",1053,0,0,1053,1,0,1,1,3,1,"Gd",5,0,"Attchd",1959,"RFn",1,312,0,0,0,0,0,0,0,8,2008,145500
70,"RL",60,7200,"Reg","Inside","NAmes","2Story",7,6,1931,2000,"Gable","VinylSd","VinylSd","None",0,"TA","BrkTil","Gd","No","Unf",0,0,776,776,"TA",851,651,0,1502,0,0,1,1,3,1,"TA",6,1,"Attchd",1931,"RFn",1,270,0,0,112,0,0,0,0,2,2008,149000
50,"RL",78,17503,"Reg","Inside","NAmes","1.5Fin",6,5,1948,1950,"Gable","VinylSd","VinylSd","None",0,"TA","CBlock","TA","No","Unf",0,0,912,912,"TA",912,546,0,1458,0,1,1,0,3,1,"TA",6,1,"Attchd",1948,"Unf",1,330,192,0,0,0,0,0,0,1,2010,97500
20,"RL",75,9937,"Reg","Corner","NAmes","1Story",5,7,1964,1999,"Hip","MetalSd","MetalSd","None",0,"TA","PConc","TA","No","BLQ",637,0,849,1486,"Ex",1486,0,0,1486,1,0,1,0,3,1,"TA",7,0,"Detchd",1968,"Fin",2,480,0,0,0,0,0,0,0,3,2009,167000
60,"RL",0,12384,"Reg","Inside","NAmes","2Story",7,7,1976,1976,"Gable","Plywood","Plywood","BrkFace",233,"TA","CBlock","Gd","No","Unf",0,0,793,793,"TA",1142,793,0,1935,0,0,2,1,3,1,"TA",7,1,"Attchd",1976,"RFn",2,550,0,113,252,0,0,0,0,11,2007,197900
60,"RL",52,46589,"Reg","Inside","NAmes","2Story",8,7,1994,2005,"Hip","VinylSd","VinylSd","BrkFace",528,"Gd","PConc","Gd","No","GLQ",1361,180,88,1629,"Ex",1686,762,0,2448,1,0,2,1,4,1,"Gd",8,1,"Attchd",1994,"RFn",3,711,517,76,0,0,0,0,0,7,2009,402000
20,"RL",120,13560,"Reg","Corner","NAmes","1Story",6,3,1968,1968,"Hip","Wd Sdng","Wd Sdng","BrkFace",216,"TA","CBlock","TA","No","Unf",0,0,1392,1392,"Gd",1392,0,0,1392,1,0,1,0,2,1,"TA",5,2,"Attchd",1968,"RFn",2,576,0,0,240,0,0,0,0,7,2009,110000
85,"RL",90,10012,"Reg","Inside","NAmes","1Story",4,5,1972,1972,"Gable","Plywood","Plywood","None",0,"TA","CBlock","Gd","Av","BLQ",920,180,38,1138,"TA",1181,0,0,1181,1,0,2,0,3,1,"TA",6,0,"Detchd",1974,"RFn",2,588,0,0,180,0,0,0,0,4,2008,137500
20,"RL",49,20896,"Reg","Inside","NAmes","1Story",8,5,2005,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Ex","Mn","GLQ",1721,0,356,2077,"Ex",2097,0,0,2097,1,0,1,1,1,1,"TA",8,1,"Attchd",2005,"Fin",3,1134,192,267,0,0,0,0,0,1,2006,423000
60,"RL",106,11194,"IR1","Corner","NAmes","2Story",8,5,2000,2000,"Gable","VinylSd","VinylSd","BrkFace",40,"Gd","PConc","Gd","No","Unf",0,0,1406,1406,"Ex",1454,482,0,1936,0,0,2,1,3,1,"Gd",7,1,"Attchd",2000,"RFn",2,504,188,124,0,0,0,0,0,11,2006,230500
60,"RL",0,18450,"IR1","Inside","NAmes","2Story",6,5,1965,1979,"Gable","Plywood","Plywood","None",113,"TA","CBlock","Gd","No","Unf",187,723,111,1021,"TA",1465,915,0,2380,0,0,2,1,3,1,"TA",7,1,"Attchd",1965,"Unf",2,596,0,265,0,0,0,0,0,8,2007,129000
20,"RL",65,8125,"Reg","Inside","NAmes","1Story",6,5,1994,1998,"Gable","HdBoard","HdBoard","BrkFace",258,"TA","PConc","Gd","No","GLQ",1138,0,270,1408,"Ex",1679,0,0,1679,1,0,2,0,3,1,"Gd",7,1,"Attchd",1994,"RFn",2,575,224,42,0,0,0,0,0,10,2008,193500
20,"RL",0,14175,"Reg","Corner","NAmes","1Story",5,6,1956,1987,"Gable","VinylSd","Wd Sdng","None",0,"TA","CBlock","TA","No","Rec",988,0,200,1188,"Gd",1437,0,0,1437,1,0,1,1,3,1,"TA",6,1,"Detchd",1999,"Unf",2,576,304,0,0,0,0,0,0,11,2006,168000
30,"RL",80,11600,"Reg","Inside","NAmes","1Story",4,5,1922,1950,"Gable","MetalSd","MetalSd","None",0,"TA","BrkTil","TA","No","Unf",0,0,700,700,"Ex",1180,0,0,1180,0,0,1,0,2,1,"TA",5,1,"Detchd",1922,"Unf",1,252,0,0,67,0,0,0,0,7,2006,137500
60,"RL",64,8633,"Reg","Inside","CollgCr","2Story",6,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","No","GLQ",193,0,545,738,"Ex",738,738,0,1476,1,0,2,1,3,1,"Gd",7,0,"Attchd",2005,"Fin",2,540,100,35,0,0,0,0,0,2,2009,173500
70,"RL",54,6629,"Reg","Inside","NAmes","2Story",6,6,1925,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","No","BLQ",551,0,121,672,"TA",697,672,0,1369,1,0,2,0,3,1,"TA",6,0,"Detchd",1930,"Unf",1,300,147,0,0,0,0,0,0,7,2009,103600
20,"RL",0,11250,"IR1","Inside","NAmes","1Story",6,6,1977,1977,"Gable","Plywood","Plywood","None",0,"Gd","CBlock","Gd","No","ALQ",767,0,441,1208,"TA",1208,0,0,1208,1,0,1,1,3,1,"TA",6,1,"Attchd",1977,"RFn",2,546,198,42,0,0,0,0,0,6,2006,165000
20,"RL",110,14442,"Reg","Inside","NAmes","1Story",6,7,1957,2004,"Hip","VinylSd","VinylSd","BrkFace",106,"TA","PConc","TA","No","GLQ",1186,0,291,1477,"Ex",1839,0,0,1839,1,0,2,0,3,1,"Gd",7,2,"Attchd",1957,"Fin",2,416,0,87,0,0,200,0,0,6,2007,257500
20,"RL",80,9200,"Reg","Inside","NAmes","1Story",6,6,1965,1965,"Gable","HdBoard","HdBoard","None",0,"TA","CBlock","TA","No","Rec",892,0,244,1136,"TA",1136,0,0,1136,1,0,1,0,3,1,"TA",5,1,"Attchd",1965,"RFn",1,384,426,0,0,0,0,0,0,7,2008,140000
160,"RL",24,2289,"Reg","Inside","NAmes","2Story",6,6,1978,1978,"Gable","Plywood","VinylSd","None",0,"TA","CBlock","TA","No","ALQ",311,0,544,855,"TA",855,586,0,1441,0,0,2,1,3,1,"TA",7,1,"Attchd",1978,"Unf",2,440,28,0,0,0,0,0,0,4,2009,148500
70,"RM",60,9600,"Reg","Inside","OldTown","2Story",4,2,1900,1950,"Gable","VinylSd","VinylSd","None",0,"TA","BrkTil","TA","No","Unf",0,0,1095,1095,"Ex",1095,679,0,1774,1,0,2,0,4,2,"TA",8,0,"Attchd",1920,"Unf",3,779,0,0,90,0,0,0,0,5,2006,87000
30,"RL",52,9022,"Reg","Inside","OldTown","1Story",5,8,1924,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","BrkTil","TA","No","Unf",0,0,768,768,"Ex",792,0,0,792,0,0,1,0,2,1,"Gd",5,0,"Detchd",1924,"Unf",1,240,316,0,120,0,0,0,0,5,2009,109500
20,"RL",80,11844,"IR1","Inside","NAmes","1Story",8,5,2008,2008,"Hip","VinylSd","VinylSd","Stone",464,"Gd","PConc","Ex","Mn","Unf",0,0,2046,2046,"Ex",2046,0,0,2046,0,0,2,1,3,1,"Gd",7,1,"Attchd",2008,"Fin",3,834,322,82,0,0,0,0,0,7,2009,372500
20,"RL",0,9945,"IR1","Inside","NAmes","1Story",5,5,1961,1961,"Hip","Wd Sdng","Wd Sdng","BrkFace",57,"TA","CBlock","TA","No","Rec",827,0,161,988,"TA",988,0,0,988,1,0,1,0,3,1,"TA",5,0,"Detchd",1963,"Unf",2,572,0,0,0,0,0,0,0,10,2007,128500
120,"RL",50,8012,"Reg","Inside","NAmes","1Story",6,5,1980,1980,"Gable","Plywood","Plywood","None",0,"TA","CBlock","Gd","No","BLQ",543,119,261,923,"TA",923,0,0,923,0,0,2,0,2,1,"TA",5,1,"Attchd",1980,"RFn",1,264,80,0,0,0,0,0,0,5,2010,143000
50,"RL",55,4500,"Reg","Inside","NAmes","1.5Fin",5,5,1932,2000,"Gable","VinylSd","VinylSd","None",0,"TA","BrkTil","TA","No","Rec",182,0,611,793,"Ex",848,672,0,1520,0,0,1,0,3,1,"TA",6,0,"Detchd",1968,"Unf",1,281,0,0,56,0,0,0,0,7,2009,159434
120,"RL",0,2887,"Reg","Inside","NAmes","1Story",6,5,1996,1997,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","PConc","Gd","Mn","GLQ",1003,0,288,1291,"Ex",1291,0,0,1291,1,0,1,0,2,1,"Gd",6,1,"Attchd",1996,"Unf",2,431,307,0,0,0,0,0,0,11,2008,173000
20,"RL",90,11248,"IR1","Corner","CollgCr","1Story",9,5,2002,2002,"Hip","VinylSd","VinylSd","Stone",215,"Gd","PConc","Gd","Av","GLQ",1059,0,567,1626,"Ex",1668,0,0,1668,1,0,2,0,3,1,"Gd",7,1,"Attchd",2002,"Fin",3,702,257,45,0,0,0,0,0,7,2007,285000
60,"RL",58,16770,"Reg","Inside","NAmes","2Story",7,5,1998,1998,"Gable","VinylSd","VinylSd","BrkFace",30,"Gd","PConc","Gd","No","Unf",0,0,1195,1195,"Gd",1195,644,0,1839,0,0,2,1,4,1,"TA",7,0,"Attchd",1998,"Fin",2,486,0,81,0,0,0,0,0,6,2010,221000
160,"RL",0,5062,"IR1","Inside","NAmes","2Story",7,5,1984,1984,"Gable","HdBoard","HdBoard","None",0,"Gd","CBlock","Gd","Mn","GLQ",828,182,180,1190,"Gd",1190,900,0,2090,1,0,2,0,3,1,"Gd",6,1,"Attchd",1984,"Fin",2,577,219,0,0,0,0,0,0,9,2007,207500
60,"RL",84,10207,"Reg","Inside","NAmes","2Story",7,6,2007,2007,"Gable","VinylSd","VinylSd","None",0,"Gd","PConc","Gd","No","Unf",0,0,874,874,"Ex",874,887,0,1761,0,0,3,0,3,1,"Gd",7,0,"Attchd",2007,"Fin",2,578,144,105,0,0,0,0,0,8,2007,227875
160,"RL",0,5105,"Reg","Inside","NAmes","2Story",7,5,2004,2004,"Gable","MetalSd","MetalSd","None",0,"Gd","PConc","Gd","No","GLQ",239,0,312,551,"Ex",551,551,0,1102,0,0,2,1,2,1,"Gd",4,0,"Detchd",2004,"Unf",2,480,0,60,0,0,0,0,0,3,2007,148800
20,"RL",60,8089,"Reg","Inside","NAmes","1Story",8,6,2007,2007,"Gable","MetalSd","MetalSd","BrkFace",0,"Gd","PConc","Gd","Av","GLQ",945,0,474,1419,"Ex",1419,0,0,1419,1,0,2,0,2,1,"Gd",7,1,"Attchd",2007,"RFn",2,567,140,0,0,0,0,0,0,10,2007,392000
120,"RL",61,7577,"IR1","Corner","NAmes","1Story",6,5,2005,2006,"Gable","VinylSd","VinylSd","Stone",256,"Gd","PConc","Gd","Av","ALQ",20,0,1342,1362,"Ex",1362,0,0,1362,0,0,2,0,2,1,"Gd",6,1,"Attchd",2005,"RFn",2,460,192,28,0,0,0,0,0,6,2007,194700
120,"RM",0,4426,"Reg","Inside","CollgCr","1Story",6,5,2004,2004,"Gable","VinylSd","VinylSd","BrkFace",147,"Gd","PConc","Gd","Gd","GLQ",697,0,151,848,"Ex",848,0,0,848,1,0,1,0,1,1,"Gd",3,1,"Attchd",2004,"RFn",2,420,149,0,0,0,0,0,0,5,2008,141000
60,"RL",104,21535,"IR1","Corner","NAmes","2Story",10,6,1994,1995,"Gable","HdBoard","HdBoard","BrkFace",1170,"TA","PConc","Ex","Gd","GLQ",1455,0,989,2444,"Ex",2444,1872,0,4316,0,1,3,1,4,1,"TA",10,2,"Attchd",1994,"Fin",3,832,382,50,0,0,0,0,0,1,2007,755000
60,"RL",42,26178,"IR1","Inside","NAmes","2Story",7,5,1989,1990,"Hip","MetalSd","MetalSd","BrkFace",293,"Gd","PConc","Gd","Gd","GLQ",965,0,245,1210,"Ex",1238,1281,0,2519,1,0,2,1,4,1,"Gd",9,2,"Attchd",1989,"RFn",2,628,320,27,0,0,0,0,0,4,2006,335000
30,"RL",60,5400,"Reg","Corner","OldTown","1Story",5,6,1921,1968,"Gable","MetalSd","MetalSd","None",0,"TA","BrkTil","TA","No","Unf",0,0,1073,1073,"Ex",1073,0,0,1073,0,0,1,0,2,1,"TA",4,0,"Detchd",1968,"Unf",1,326,0,0,112,0,0,0,0,12,2006,108480
50,"RM",51,6120,"Reg","Corner","NAmes","1.5Fin",5,6,1936,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","BrkTil","TA","No","Unf",0,0,927,927,"TA",1067,472,0,1539,0,0,1,1,3,1,"TA",5,0,"Detchd",1995,"Unf",2,576,112,0,0,0,0,0,0,4,2009,141500
20,"RL",54,13811,"IR1","Inside","NAmes","1Story",6,6,1987,1987,"Gable","HdBoard","HdBoard","BrkFace",72,"TA","CBlock","Gd","No","GLQ",980,40,92,1112,"Gd",1137,0,0,1137,1,0,2,0,2,1,"Gd",5,1,"Attchd",1987,"Unf",2,551,125,0,0,0,0,0,0,7,2006,176000
30,"RM",50,6000,"Reg","Inside","NAmes","1Story",5,7,1921,1950,"Gable","Wd Sdng","VinylSd","None",0,"TA","CBlock","TA","No","Unf",616,0,0,616,"Gd",616,0,0,616,0,0,1,0,2,1,"TA",4,0,"Detchd",1921,"Unf",1,205,0,0,129,0,0,0,0,6,2006,89000
20,"RL",57,6420,"IR1","Inside","NAmes","1Story",5,7,1952,1952,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","PConc","Ex","Mn","Unf",210,551,219,980,"Ex",1148,0,0,1148,0,1,1,0,2,1,"TA",6,0,"Detchd",1952,"Unf",1,308,0,0,0,0,0,0,0,9,2006,123500
20,"RL",65,8450,"Reg","Inside","NAmes","1Story",5,8,1965,2009,"Gable","MetalSd","MetalSd","None",0,"TA","CBlock","TA","No","GLQ",553,117,224,894,"Ex",894,0,0,894,1,0,1,0,3,1,"TA",5,1,"Detchd",1973,"Unf",1,336,416,144,0,0,0,0,0,4,2010,138500
